mysql> select * from Dates_D;
+---------+------------+-----------+-------------+--------------+-------------+--------------+------------+---------+--------------+-----------+---------------+-----------------+------+
| date_id | date       | day       | day_of_week | day_of_month | day_of_year | previous_day | next_day   | weekend | week_of_year | month     | month_of_year | quarter_of_year | year |
|      6856 | Área Metropolitana do Porto    | Oliveira de Azeméis         |
|      6857 | Oeste                          | Sobral de Monte Agraço      |
|      6858 | Oeste                          | Sobral de Monte Agraço      |
|      6859 | Alto Minho                     | Vila Nova de Cerveira       |
|      6860 | Tâmega e Sousa                 | Paços de Ferreira           |
|      6861 | Douro                          | Vila Nova de Foz Côa        |
|      6862 | Alto Alentejo                  | Portalegre                  |
|      6863 | Região Autónoma dos Açores     | Vila do Porto               |
|      6864 | Região de Aveiro               | Sever do Vouga              |
|      6865 | Região Autónoma dos Açores     | Calheta                     |
|      6866 | Alto Alentejo                  | Avis                        |
|      6867 | Alto Alentejo                  | Castelo de Vide             |
|      6868 | Área Metropolitana do Porto    | Porto                       |
|      6869 | Terras de Trás-os-Montes       | Mogadouro                   |
|      6870 | Área Metropolitana de Lisboa   | Amadora                     |
|      6871 | Lezíria do Tejo                | Chamusca                    |
|      6872 | Área Metropolitana do Porto    | Trofa                       |
|      6873 | Tâmega e Sousa                 | Amarante                    |
|      6874 | Beiras e Serra da Estrela      | Covilhã                     |
|      6875 | Área Metropolitana do Porto    | Espinho                     |
|      6876 | Algarve                        | Olhão                       |
|      6877 | Alto Alentejo                  | Elvas                       |
|      6878 | Baixo Alentejo                 | Aljustrel                   |
|      6879 | Região de Coimbra              | Penacova                    |
|      6880 | Alto Tâmega                    | Montalegre                  |
|      6881 | Oeste                          | Alenquer                    |
|      6882 | Área Metropolitana de Lisboa   | Palmela                     |
|      6883 | Alto Tâmega                    | Chaves                      |
|      6884 | Região de Coimbra              | Lousã                       |
|      6885 | Região de Leiria               | Alvaiázere                  |
|      6886 | Douro                          | Carrazeda de Ansiães        |
|      6887 | Cávado                         | Braga                       |
|      6888 | Beiras e Serra da Estrela      | Guarda                      |
|      6889 | Área Metropolitana do Porto    | Paredes                     |
|      6890 | Alentejo Litoral               | Alcácer do Sal              |
|      6891 | Viseu Dão-Lafões               | Viseu                       |
|      6892 | Região de Aveiro               | Ílhavo                      |
|      6893 | Beiras e Serra da Estrela      | Celorico da Beira           |
|      6894 | Médio Tejo                     | Sardoal                     |
|      6895 | Região Autónoma dos Açores     | Horta                       |
|      6896 | Área Metropolitana do Porto    | São João da Madeira         |
|      6897 | Médio Tejo                     | Vila Nova da Barquinha      |
|      6898 | Alto Alentejo                  | Arronches                   |
|      6899 | Médio Tejo                     | Constância                  |
|      6900 | Alentejo Litoral               | Santiago do Cacém           |
|      6901 | Área Metropolitana de Lisboa   | Moita                       |
|      6902 | Algarve                        | Tavira                      |
|      6903 | Médio Tejo                     | Entroncamento               |
|      6904 | Lezíria do Tejo                | Rio Maior                   |
|      6905 | Baixo Alentejo                 | Vidigueira                  |
|      6906 | Médio Tejo                     | Entroncamento               |
|      6907 | Região de Aveiro               | Murtosa                     |
|      6908 | Alto Minho                     | Ponte de Lima               |
|      6909 | Oeste                          | Óbidos                      |
|      6910 | Região de Aveiro               | Ovar                        |
|      6911 | Viseu Dão-Lafões               | São Pedro do Sul            |
|      6912 | Viseu Dão-Lafões               | Mangualde                   |
|      6913 | Baixo Alentejo                 | Aljustrel                   |
|      6914 | Região de Coimbra              | Coimbra                     |
|      6915 | Alentejo Litoral               | Sines                       |
|      6916 | Alentejo Central               | Mora                        |
|      6917 | Região de Coimbra              | Soure                       |
|      6918 | Oeste                          | Arruda dos Vinhos           |
|      6919 | Viseu Dão-Lafões               | Aguiar da Beira             |
|      6920 | Viseu Dão-Lafões               | Tondela                     |
|      6921 | Área Metropolitana de Lisboa   | Mafra                       |
|      6922 | Viseu Dão-Lafões               | Nelas                       |
|      6923 | Algarve                        | Alcoutim                    |
|      6924 | Alto Alentejo                  | Fronteira                   |
|      6925 | Viseu Dão-Lafões               | Vouzela                     |
|      6926 | Região Autónoma dos Açores     | Lagoa                       |
|      6927 | Viseu Dão-Lafões               | Castro Daire                |
|      6928 | Médio Tejo                     | Ourém                       |
|      6929 | Região Autónoma da Madeira     | Ponta do Sol                |
|      6930 | Tâmega e Sousa                 | Paços de Ferreira           |
|      6931 | Baixo Alentejo                 | Aljustrel                   |
|      6932 | Região de Aveiro               | Anadia                      |
|      6933 | Região de Coimbra              | Coimbra                     |
|      6934 | Oeste                          | Cadaval                     |
|      6935 | Médio Tejo                     | Abrantes                    |
|      6936 | Alto Alentejo                  | Fronteira                   |
|      6937 | Viseu Dão-Lafões               | Carregal do Sal             |
|      6938 | Região de Coimbra              | Soure                       |
|      6939 | Alto Alentejo                  | Marvão                      |
|      6940 | Lezíria do Tejo                | Alpiarça                    |
|      6941 | Região de Coimbra              | Oliveira do Hospital        |
|      6942 | Beiras e Serra da Estrela      | Figueira de Castelo Rodrigo |
|      6943 | Viseu Dão-Lafões               | Tondela                     |
|      6944 | Região Autónoma dos Açores     | Madalena                    |
|      6945 | Região Autónoma dos Açores     | Lajes das Flores            |
|      6946 | Alentejo Central               | Mora                        |
|      6947 | Alto Minho                     | Viana do Castelo            |
|      6948 | Oeste                          | Arruda dos Vinhos           |
|      6949 | Área Metropolitana de Lisboa   | Mafra                       |
|      6950 | Região de Coimbra              | Vila Nova de Poiares        |
|      6951 | Tâmega e Sousa                 | Penafiel                    |
|      6952 | Região Autónoma dos Açores     | Santa Cruz das Flores       |
|      6953 | Cávado                         | Braga                       |
|      6954 | Viseu Dão-Lafões               | Tondela                     |
|      6955 | Área Metropolitana do Porto    | Trofa                       |
|      6956 | Algarve                        | Vila Real de Santo António  |
|      6957 | Região de Aveiro               | Estarreja                   |
|      6958 | Região Autónoma dos Açores     | Horta                       |
|      6959 | Tâmega e Sousa                 | Amarante                    |
|      6960 | Região de Coimbra              | Condeixa-a-Nova             |
|      6961 | Alentejo Central               | Arraiolos                   |
|      6962 | Beiras e Serra da Estrela      | Sabugal                     |
|      6963 | Região de Leiria               | Pedrógão Grande             |
|      6964 | Região de Leiria               | Leiria                      |
|      6965 | Alentejo Central               | Mourão                      |
|      6966 | Viseu Dão-Lafões               | Carregal do Sal             |
|      6967 | Região de Aveiro               | Vagos                       |
|      6968 | Alentejo Central               | Mora                        |
|      6969 | Região de Leiria               | Porto de Mós                |
|      6970 | Região Autónoma da Madeira     | Santana                     |
|      6971 | Área Metropolitana do Porto    | Vila do Conde               |
|      6972 | Ave                            | Vizela                      |
|      6973 | Região de Coimbra              | Coimbra                     |
|      6974 | Algarve                        | Vila Real de Santo António  |
|      6975 | Área Metropolitana de Lisboa   | Vila Franca de Xira         |
|      6976 | Alto Alentejo                  | Castelo de Vide             |
|      6977 | Alentejo Central               | Borba                       |
|      6978 | Lezíria do Tejo                | Cartaxo                     |
|      6979 | Região de Aveiro               | Ovar                        |
|      6980 | Beiras e Serra da Estrela      | Almeida                     |
|      6981 | Área Metropolitana de Lisboa   | Amadora                     |
|      6982 | Médio Tejo                     | Abrantes                    |
|      6983 | Ave                            | Vizela                      |
|      6984 | Oeste                          | Óbidos                      |
|      6985 | Região de Coimbra              | Penacova                    |
|      6986 | Região de Coimbra              | Vila Nova de Poiares        |
|      6987 | Alto Minho                     | Melgaço                     |
|      6988 | Médio Tejo                     | Entroncamento               |
|      6989 | Beiras e Serra da Estrela      | Celorico da Beira           |
|      6990 | Douro                          | Vila Nova de Foz Côa        |
|      6991 | Área Metropolitana de Lisboa   | Almada                      |
|      6992 | Douro                          | Penedono                    |
|      6993 | Algarve                        | Olhão                       |
|      6994 | Região de Leiria               | Pombal                      |
|      6995 | Região Autónoma dos Açores     | Angra do Heroísmo           |
|      6996 | Região de Coimbra              | Condeixa-a-Nova             |
|      6997 | Alto Minho                     | Viana do Castelo            |
|      6998 | Alto Alentejo                  | Portalegre                  |
|      6999 | Alto Minho                     | Monção                      |
|      7000 | Douro                          | São João da Pesqueira       |
|      7001 | Douro                          | Armamar                     |
|      7002 | Douro                          | Vila Nova de Foz Côa        |
|      7003 | Terras de Trás-os-Montes       | Miranda do Douro            |
|      7004 | Douro                          | São João da Pesqueira       |
|      7005 | Beira Baixa                    | Proença-a-Nova              |
|      7006 | Alto Alentejo                  | Monforte                    |
|      7007 | Baixo Alentejo                 | Beja                        |
|      7008 | Douro                          | Murça                       |
|      7009 | Alto Alentejo                  | Nisa                        |
|      7010 | Alto Minho                     | Viana do Castelo            |
|      7011 | Médio Tejo                     | Sertã                       |
|      7012 | Região de Coimbra              | Mira                        |
|      7013 | Viseu Dão-Lafões               | Castro Daire                |
|      7014 | Área Metropolitana de Lisboa   | Lisboa                      |
|      7015 | Região de Leiria               | Castanheira de Pera         |
|      7016 | Oeste                          | Cadaval                     |
|      7017 | Região de Leiria               | Pombal                      |
|      7018 | Alto Minho                     | Monção                      |
|      7019 | Alentejo Central               | Redondo                     |
|      7020 | Região Autónoma dos Açores     | Ponta Delgada               |
|      7021 | Tâmega e Sousa                 | Amarante                    |
|      7022 | Beira Baixa                    | Penamacor                   |
|      7023 | Cávado                         | Vila Verde                  |
|      7024 | Lezíria do Tejo                | Salvaterra de Magos         |
|      7025 | Médio Tejo                     | Sertã                       |
|      7026 | Terras de Trás-os-Montes       | Bragança                    |
|      7027 | Região de Coimbra              | Figueira da Foz             |
|      7028 | Alto Tâmega                    | Boticas                     |
|      7029 | Cávado                         | Vila Verde                  |
|      7030 | Região Autónoma dos Açores     | Praia da Vitória            |
|      7031 | Região de Coimbra              | Cantanhede                  |
|      7032 | Alto Tâmega                    | Chaves                      |
|      7033 | Tâmega e Sousa                 | Penafiel                    |
|      7034 | Área Metropolitana de Lisboa   | Almada                      |
|      7035 | Beira Baixa                    | Castelo Branco              |
|      7036 | Algarve                        | Tavira                      |
|      7037 | Beiras e Serra da Estrela      | Guarda                      |
|      7038 | Região Autónoma da Madeira     | Porto Santo                 |
|      7039 | Alentejo Central               | Montemor-o-Novo             |
|      7040 | Beiras e Serra da Estrela      | Sabugal                     |
|      7041 | Algarve                        | Aljezur                     |
|      7042 | Região de Coimbra              | Arganil                     |
|      7043 | Tâmega e Sousa                 | Castelo de Paiva            |
|      7044 | Baixo Alentejo                 | Aljustrel                   |
|      7045 | Baixo Alentejo                 | Aljustrel                   |
|      7046 | Região de Coimbra              | Cantanhede                  |
|      7047 | Médio Tejo                     | Entroncamento               |
|      7048 | Oeste                          | Alenquer                    |
|      7049 | Beiras e Serra da Estrela      | Covilhã                     |
|      7050 | Tâmega e Sousa                 | Resende                     |
|      7051 | Região de Aveiro               | Oliveira do Bairro          |
|      7052 | Alentejo Litoral               | Alcácer do Sal              |
|      7053 | Região Autónoma da Madeira     | Câmara de Lobos             |
|      7054 | Alto Alentejo                  | Campo Maior                 |
|      7055 | Lezíria do Tejo                | Cartaxo                     |
|      7056 | Baixo Alentejo                 | Ferreira do Alentejo        |
|      7057 | Área Metropolitana do Porto    | Trofa                       |
|      7058 | Região de Aveiro               | Vagos                       |
|      7059 | Tâmega e Sousa                 | Paços de Ferreira           |
|      7060 | Região Autónoma dos Açores     | Santa Cruz da Graciosa      |
|      7061 | Área Metropolitana de Lisboa   | Setúbal                     |
|      7062 | Douro                          | Carrazeda de Ansiães        |
|      7063 | Douro                          | Vila Real                   |
|      7064 | Médio Tejo                     | Sardoal                     |
|      7065 | Douro                          | São João da Pesqueira       |
|      7066 | Douro                          | Carrazeda de Ansiães        |
|      7067 | Alentejo Central               | Portel                      |
|      7068 | Lezíria do Tejo                | Salvaterra de Magos         |
|      7069 | Região de Leiria               | Alvaiázere                  |
|      7070 | Terras de Trás-os-Montes       | Vinhais                     |
|      7071 | Região de Coimbra              | Lousã                       |
|      7072 | Cávado                         | Esposende                   |
|      7073 | Área Metropolitana do Porto    | Arouca                      |
|      7074 | Médio Tejo                     | Sardoal                     |
|      7075 | Região Autónoma dos Açores     | Angra do Heroísmo           |
|      7076 | Douro                          | São João da Pesqueira       |
|      7077 | Região Autónoma dos Açores     | Lajes das Flores            |
|      7078 | Região de Leiria               | Marinha Grande              |
|      7079 | Região de Coimbra              | Penacova                    |
|      7080 | Alto Minho                     | Viana do Castelo            |
|      7081 | Lezíria do Tejo                | Almeirim                    |
|      7082 | Região de Coimbra              | Mealhada                    |
|      7083 | Médio Tejo                     | Entroncamento               |
|      7084 | Ave                            | Cabeceiras de Basto         |
|      7085 | Região de Aveiro               | Vagos                       |
|      7086 | Região de Coimbra              | Mortágua                    |
|      7087 | Beiras e Serra da Estrela      | Fornos de Algodres          |
|      7088 | Beira Baixa                    | Proença-a-Nova              |
|      7089 | Douro                          | Tabuaço                     |
|      7090 | Baixo Alentejo                 | Aljustrel                   |
|      7091 | Beiras e Serra da Estrela      | Sabugal                     |
|      7092 | Alto Alentejo                  | Sousel                      |
|      7093 | Ave                            | Guimarães                   |
|      7094 | Região Autónoma dos Açores     | Povoação                    |
|      7095 | Algarve                        | Lagoa                       |
|      7096 | Região de Coimbra              | Coimbra                     |
|      7097 | Alto Alentejo                  | Castelo de Vide             |
|      7098 | Beiras e Serra da Estrela      | Seia                        |
|      7099 | Região de Coimbra              | Arganil                     |
|      7100 | Região de Coimbra              | Lousã                       |
|      7101 | Alto Alentejo                  | Marvão                      |
|      7102 | Alentejo Central               | Vendas Novas                |
|      7103 | Região de Coimbra              | Soure                       |
|      7104 | Cávado                         | Barcelos                    |
|      7105 | Douro                          | Sernancelhe                 |
|      7106 | Área Metropolitana de Lisboa   | Odivelas                    |
|      7107 | Região Autónoma da Madeira     | Machico                     |
|      7108 | Douro                          | Tabuaço                     |
|      7109 | Área Metropolitana de Lisboa   | Cascais                     |
|      7110 | Algarve                        | Tavira                      |
|      7111 | Beira Baixa                    | Idanha-a-Nova               |
|      7112 | Lezíria do Tejo                | Alpiarça                    |
|      7113 | Área Metropolitana do Porto    | Vale de Cambra              |
|      7114 | Beiras e Serra da Estrela      | Pinhel                      |
|      7115 | Tâmega e Sousa                 | Marco de Canaveses          |
|      7116 | Lezíria do Tejo                | Azambuja                    |
|      7117 | Douro                          | Sabrosa                     |
|      7118 | Oeste                          | Bombarral                   |
|      7119 | Tâmega e Sousa                 | Cinfães                     |
|      7120 | Região de Coimbra              | Cantanhede                  |
|      7121 | Área Metropolitana do Porto    | Paredes                     |
|      7122 | Baixo Alentejo                 | Vidigueira                  |
|      7123 | Oeste                          | Arruda dos Vinhos           |
|      7124 | Terras de Trás-os-Montes       | Mogadouro                   |
|      7125 | Alto Alentejo                  | Marvão                      |
|      7126 | Região de Aveiro               | Ílhavo                      |
|      7127 | Região de Aveiro               | Sever do Vouga              |
|      7128 | Médio Tejo                     | Torres Novas                |
|      7129 | Oeste                          | Cadaval                     |
|      7130 | Ave                            | Fafe                        |
|      7131 | Beiras e Serra da Estrela      | Almeida                     |
|      7132 | Lezíria do Tejo                | Chamusca                    |
|      7133 | Viseu Dão-Lafões               | Vila Nova de Paiva          |
|      7134 | Alentejo Central               | Arraiolos                   |
|      7135 | Oeste                          | Cadaval                     |
|      7136 | Oeste                          | Bombarral                   |
|      7137 | Oeste                          | Cadaval                     |
|      7138 | Alto Minho                     | Vila Nova de Cerveira       |
|      7139 | Lezíria do Tejo                | Salvaterra de Magos         |
|      7140 | Terras de Trás-os-Montes       | Miranda do Douro            |
|      7141 | Alto Tâmega                    | Chaves                      |
|      7142 | Médio Tejo                     | Mação                       |
|      7143 | Oeste                          | Alenquer                    |
|      7144 | Região Autónoma dos Açores     | Horta                       |
|      7145 | Viseu Dão-Lafões               | Sátão                       |
|      7146 | Alentejo Central               | Redondo                     |
|      7147 | Médio Tejo                     | Sertã                       |
|      7148 | Beira Baixa                    | Castelo Branco              |
|      7149 | Baixo Alentejo                 | Almodôvar                   |
|      7150 | Baixo Alentejo                 | Almodôvar                   |
|      7151 | Região Autónoma da Madeira     | Ribeira Brava               |
|      7152 | Alto Alentejo                  | Portalegre                  |
|      7153 | Douro                          | Penedono                    |
|      7154 | Lezíria do Tejo                | Rio Maior                   |
|      7155 | Ave                            | Vila Nova de Famalicão      |
|      7156 | Região de Aveiro               | Anadia                      |
|      7157 | Alto Alentejo                  | Ponte de Sor                |
|      7158 | Região Autónoma dos Açores     | Lajes do Pico               |
|      7159 | Alto Alentejo                  | Marvão                      |
|      7160 | Baixo Alentejo                 | Ferreira do Alentejo        |
|      7161 | Algarve                        | Lagos                       |
|      7162 | Viseu Dão-Lafões               | Oliveira de Frades          |
|      7163 | Médio Tejo                     | Mação                       |
|      7164 | Região de Coimbra              | Condeixa-a-Nova             |
|      7165 | Área Metropolitana de Lisboa   | Vila Franca de Xira         |
|      7166 | Baixo Alentejo                 | Ourique                     |
|      7167 | Ave                            | Vizela                      |
|      7168 | Área Metropolitana de Lisboa   | Loures                      |
|      7169 | Douro                          | Mesão Frio                  |
|      7170 | Região de Coimbra              | Condeixa-a-Nova             |
|      7171 | Região Autónoma da Madeira     | Ponta do Sol                |
|      7172 | Área Metropolitana de Lisboa   | Mafra                       |
|      7173 | Região de Leiria               | Pedrógão Grande             |
|      7174 | Douro                          | Peso da Régua               |
|      7175 | Região Autónoma da Madeira     | Ribeira Brava               |
|      7176 | Médio Tejo                     | Sardoal                     |
|      7177 | Região de Aveiro               | Vagos                       |
|      7178 | Algarve                        | Vila Real de Santo António  |
|      7179 | Região de Coimbra              | Arganil                     |
|      7180 | Região de Coimbra              | Penacova                    |
|      7181 | Área Metropolitana do Porto    | Maia                        |
|      7182 | Oeste                          | Óbidos                      |
|      7183 | Médio Tejo                     | Abrantes                    |
|      7184 | Beiras e Serra da Estrela      | Figueira de Castelo Rodrigo |
|      7185 | Área Metropolitana do Porto    | Paredes                     |
|      7186 | Douro                          | Vila Real                   |
|      7187 | Beira Baixa                    | Penamacor                   |
|      7188 | Região de Leiria               | Castanheira de Pera         |
|      7189 | Médio Tejo                     | Tomar                       |
|      7190 | Alto Minho                     | Caminha                     |
|      7191 | Terras de Trás-os-Montes       | Mogadouro                   |
|      7192 | Região de Leiria               | Pombal                      |
|      7193 | Área Metropolitana do Porto    | Valongo                     |
|      7194 | Terras de Trás-os-Montes       | Mogadouro                   |
|      7195 | Região Autónoma da Madeira     | Machico                     |
|      7196 | Região Autónoma dos Açores     | Santa Cruz das Flores       |
|      7197 | Região Autónoma da Madeira     | Porto Moniz                 |
|      7198 | Algarve                        | Loulé                       |
|      7199 | Baixo Alentejo                 | Vidigueira                  |
|      7200 | Viseu Dão-Lafões               | Carregal do Sal             |
|      7201 | Alto Tâmega                    | Montalegre                  |
|      7202 | Algarve                        | Alcoutim                    |
|      7203 | Região de Leiria               | Ansião                      |
|      7204 | Área Metropolitana de Lisboa   | Barreiro                    |
|      7205 | Alentejo Central               | Montemor-o-Novo             |
|      7206 | Região de Leiria               | Porto de Mós                |
|      7207 | Baixo Alentejo                 | Vidigueira                  |
|      7208 | Região Autónoma dos Açores     | Calheta                     |
|      7209 | Algarve                        | Portimão                    |
|      7210 | Douro                          | Carrazeda de Ansiães        |
|      7211 | Região Autónoma da Madeira     | Ribeira Brava               |
|      7212 | Região Autónoma da Madeira     | Porto Santo                 |
|      7213 | Alto Minho                     | Valença                     |
|      7214 | Douro                          | Penedono                    |
|      7215 | Alto Minho                     | Ponte de Lima               |
|      7216 | Região Autónoma da Madeira     | Santa Cruz                  |
|      7217 | Área Metropolitana do Porto    | Santo Tirso                 |
|      7218 | Viseu Dão-Lafões               | Oliveira de Frades          |
|      7219 | Região Autónoma dos Açores     | Lagoa                       |
|      7220 | Douro                          | Tarouca                     |
|      7221 | Viseu Dão-Lafões               | Oliveira de Frades          |
|      7222 | Área Metropolitana de Lisboa   | Oeiras                      |
|      7223 | Lezíria do Tejo                | Alpiarça                    |
|      7224 | Médio Tejo                     | Mação                       |
|      7225 | Terras de Trás-os-Montes       | Mogadouro                   |
|      7226 | Região de Coimbra              | Penacova                    |
|      7227 | Alto Minho                     | Ponte de Lima               |
|      7228 | Algarve                        | Aljezur                     |
|      7229 | Tâmega e Sousa                 | Castelo de Paiva            |
|      7230 | Região Autónoma dos Açores     | Povoação                    |
|      7231 | Alto Alentejo                  | Fronteira                   |
|      7232 | Alentejo Litoral               | Sines                       |
|      7233 | Região Autónoma dos Açores     | Horta                       |
|      7234 | Beiras e Serra da Estrela      | Almeida                     |
|      7235 | Baixo Alentejo                 | Beja                        |
|      7236 | Região de Leiria               | Pombal                      |
|      7237 | Alentejo Central               | Mourão                      |
|      7238 | Ave                            | Vieira do Minho             |
|      7239 | Área Metropolitana do Porto    | Paredes                     |
|      7240 | Terras de Trás-os-Montes       | Vimioso                     |
|      7241 | Alentejo Litoral               | Alcácer do Sal              |
|      7242 | Alentejo Central               | Montemor-o-Novo             |
|      7243 | Região de Aveiro               | Vagos                       |
|      7244 | Região de Coimbra              | Mortágua                    |
|      7245 | Área Metropolitana de Lisboa   | Odivelas                    |
|      7246 | Região de Coimbra              | Pampilhosa da Serra         |
|      7247 | Tâmega e Sousa                 | Penafiel                    |
|      7248 | Região Autónoma da Madeira     | São Vicente                 |
|      7249 | Alentejo Litoral               | Santiago do Cacém           |
|      7250 | Alto Alentejo                  | Crato                       |
|      7251 | Área Metropolitana de Lisboa   | Alcochete                   |
|      7252 | Área Metropolitana do Porto    | Vale de Cambra              |
|      7253 | Cávado                         | Vila Verde                  |
|      7254 | Região de Aveiro               | Águeda                      |
|      7255 | Cávado                         | Barcelos                    |
|      7256 | Baixo Alentejo                 | Ferreira do Alentejo        |
|      7257 | Beira Baixa                    | Idanha-a-Nova               |
|      7258 | Região Autónoma dos Açores     | Praia da Vitória            |
|      7259 | Alentejo Central               | Viana do Alentejo           |
|      7260 | Região Autónoma da Madeira     | Porto Santo                 |
|      7261 | Região de Leiria               | Pombal                      |
|      7262 | Terras de Trás-os-Montes       | Miranda do Douro            |
|      7263 | Lezíria do Tejo                | Alpiarça                    |
|      7264 | Oeste                          | Alenquer                    |
|      7265 | Área Metropolitana de Lisboa   | Odivelas                    |
|      7266 | Ave                            | Vieira do Minho             |
|      7267 | Região de Aveiro               | Anadia                      |
|      7268 | Área Metropolitana do Porto    | Paredes                     |
|      7269 | Região de Leiria               | Batalha                     |
|      7270 | Oeste                          | Alcobaça                    |
|      7271 | Oeste                          | Peniche                     |
|      7272 | Viseu Dão-Lafões               | Oliveira de Frades          |
|      7273 | Alto Alentejo                  | Crato                       |
|      7274 | Beiras e Serra da Estrela      | Celorico da Beira           |
|      7275 | Alto Tâmega                    | Boticas                     |
|      7276 | Algarve                        | Olhão                       |
|      7277 | Viseu Dão-Lafões               | Vila Nova de Paiva          |
|      7278 | Tâmega e Sousa                 | Amarante                    |
|      7279 | Terras de Trás-os-Montes       | Vinhais                     |
|      7280 | Terras de Trás-os-Montes       | Mirandela                   |
|      7281 | Médio Tejo                     | Vila de Rei                 |
|      7282 | Alto Alentejo                  | Fronteira                   |
|      7283 | Algarve                        | Monchique                   |
|      7284 | Alto Alentejo                  | Gavião                      |
|      7285 | Oeste                          | Caldas da Rainha            |
|      7286 | Área Metropolitana do Porto    | Santo Tirso                 |
|      7287 | Algarve                        | Aljezur                     |
|      7288 | Alentejo Litoral               | Santiago do Cacém           |
|      7289 | Tâmega e Sousa                 | Paços de Ferreira           |
|      7290 | Região de Leiria               | Porto de Mós                |
|      7291 | Médio Tejo                     | Entroncamento               |
|      7292 | Região de Coimbra              | Pampilhosa da Serra         |
|      7293 | Beiras e Serra da Estrela      | Gouveia                     |
|      7294 | Douro                          | Moimenta da Beira           |
|      7295 | Viseu Dão-Lafões               | Santa Comba Dão             |
|      7296 | Área Metropolitana de Lisboa   | Setúbal                     |
|      7297 | Alto Tâmega                    | Boticas                     |
|      7298 | Ave                            | Vizela                      |
|      7299 | Alto Minho                     | Melgaço                     |
|      7300 | Alto Alentejo                  | Gavião                      |
|      7301 | Tâmega e Sousa                 | Penafiel                    |
|      7302 | Algarve                        | Lagoa                       |
|      7303 | Região Autónoma da Madeira     | Porto Moniz                 |
|      7304 | Alto Minho                     | Caminha                     |
|      7305 | Região Autónoma dos Açores     | Povoação                    |
|      7306 | Região de Aveiro               | Ovar                        |
|      7307 | Região de Coimbra              | Miranda do Corvo            |
|      7308 | Alto Alentejo                  | Gavião                      |
|      7309 | Região de Coimbra              | Mealhada                    |
|      7310 | Baixo Alentejo                 | Moura                       |
|      7311 | Algarve                        | Olhão                       |
|      7312 | Região de Coimbra              | Tábua                       |
|      7313 | Alto Alentejo                  | Arronches                   |
|      7314 | Região Autónoma dos Açores     | Horta                       |
|      7315 | Região de Coimbra              | Tábua                       |
|      7316 | Algarve                        | Olhão                       |
|      7317 | Algarve                        | Lagoa                       |
|      7318 | Área Metropolitana de Lisboa   | Moita                       |
|      7319 | Região Autónoma da Madeira     | Ribeira Brava               |
|      7320 | Tâmega e Sousa                 | Baião                       |
|      7321 | Área Metropolitana de Lisboa   | Setúbal                     |
|      7322 | Área Metropolitana do Porto    | Gondomar                    |
|      7323 | Região de Coimbra              | Figueira da Foz             |
|      7324 | Área Metropolitana de Lisboa   | Setúbal                     |
|      7325 | Viseu Dão-Lafões               | São Pedro do Sul            |
|      7326 | Algarve                        | Albufeira                   |
|      7327 | Região de Aveiro               | Ílhavo                      |
|      7328 | Alentejo Central               | Redondo                     |
|      7329 | Região Autónoma da Madeira     | Machico                     |
|      7330 | Viseu Dão-Lafões               | Penalva do Castelo          |
|      7331 | Beira Baixa                    | Penamacor                   |
|      7332 | Baixo Alentejo                 | Barrancos                   |
|      7333 | Oeste                          | Arruda dos Vinhos           |
|      7334 | Alentejo Central               | Portel                      |
|      7335 | Viseu Dão-Lafões               | Viseu                       |
|      7336 | Alto Tâmega                    | Chaves                      |
|      7337 | Alto Minho                     | Valença                     |
|      7338 | Viseu Dão-Lafões               | Penalva do Castelo          |
|      7339 | Alentejo Central               | Mora                        |
|      7340 | Beiras e Serra da Estrela      | Trancoso                    |
|      7341 | Douro                          | Vila Real                   |
|      7342 | Área Metropolitana de Lisboa   | Moita                       |
|      7343 | Área Metropolitana do Porto    | Trofa                       |
|      7344 | Região de Coimbra              | Mira                        |
|      7345 | Oeste                          | Arruda dos Vinhos           |
|      7346 | Alto Minho                     | Valença                     |
|      7347 | Alto Tâmega                    | Vila Pouca de Aguiar        |
|      7348 | Lezíria do Tejo                | Azambuja                    |
|      7349 | Área Metropolitana do Porto    | Póvoa de Varzim             |
|      7350 | Douro                          | Vila Nova de Foz Côa        |
|      7351 | Alto Alentejo                  | Marvão                      |
|      7352 | Tâmega e Sousa                 | Penafiel                    |
|      7353 | Área Metropolitana de Lisboa   | Oeiras                      |
|      7354 | Alto Minho                     | Monção                      |
|      7355 | Alto Alentejo                  | Castelo de Vide             |
|      7356 | Viseu Dão-Lafões               | Sátão                       |
|      7357 | Oeste                          | Arruda dos Vinhos           |
|      7358 | Região de Aveiro               | Vagos                       |
|      7359 | Alentejo Central               | Viana do Alentejo           |
|      7360 | Baixo Alentejo                 | Alvito                      |
|      7361 | Beiras e Serra da Estrela      | Sabugal                     |
|      7362 | Beira Baixa                    | Oleiros                     |
|      7363 | Baixo Alentejo                 | Castro Verde                |
|      7364 | Tâmega e Sousa                 | Castelo de Paiva            |
|      7365 | Terras de Trás-os-Montes       | Vimioso                     |
|      7366 | Baixo Alentejo                 | Barrancos                   |
|      7367 | Alto Alentejo                  | Portalegre                  |
|      7368 | Região Autónoma da Madeira     | Santana                     |
|      7369 | Alto Alentejo                  | Nisa                        |
|      7370 | Douro                          | Peso da Régua               |
|      7371 | Douro                          | Sernancelhe                 |
|      7372 | Área Metropolitana de Lisboa   | Barreiro                    |
|      7373 | Região Autónoma dos Açores     | Velas                       |
|      7374 | Cávado                         | Esposende                   |
